session_id,user_id,start_time,end_time,session_length_s,region,platform,gpu_model,avg_fps,ping_ms,map_name,crash_flag,purchase_amount,party_size,input_method,build_version,is_featured_event,device_temp_c,session_type,is_long_session
sess_c36758bbdbd0,user_2114,2025-03-27 22:52:13-05:00,03/27/2025 23:15,1385.0,US-EAST,XBOX,,40.02,36.3,cave,false,0.0,4,touch,1.3.2,false,50.9,ranked,false
sess_de6452d19844,user_716,03/22/2025 03:07,2025-03-22 04:15:29+00:00,4091.0,APAC,PC,GeForce RTX-3060,107.1,36.84,CAVE,False,0.0,4,TOUCH,1.4,false,56.1,RANKED,true
sess_bd2a7513ff59,user_1433,2025-09-08 06:09:15+01:00,2025-09-08T08:03:37Z,6862.0,EU,Pc,RTX-4090,60.35,74.03,city-xl,false,0.0,1,Kb/m,1.3.2,0,53.2, casual ,True
sess_64111978bf08,user_2358,2025-10-29T15:46:50Z,2025-10-29 17:27:07+00:00,6017.0,sa-east-1,switch,,54.38,98.15,CAVE,false,0.0,1,controllr,1.4.0-beta,false,50.2,casual,Yes
sess_7cdaef43a0db,user_244,08/27/2025 17:22,27/08/2025 17:46,1442.0,US-EAST,PLAYSTATION,,64.18,84.44,FOREST,0,1.39,0,touch,,No,62.2,Casual,0
sess_812922d2c1fd,user_790,02/08/2025 15:30,08/02/2025 15:54,1464.0,SA-EAST-1,PC,RTX-4090,81.29,6.26,Cave,No,0.0,4,touch,1.4,False,53.5,casual,False
sess_f91f61dea7f6,user_2391,2025-03-21 04:14:10+00:00,21/03/2025 04:59,2737.0,APAC,MOBILE,,70.46,41.36,CITY-XL,No,0.0,1,touch,,False,58.2,ranked,1
sess_f8f4467f96d9,user_2037,2025-12-26 15:35:21-05:00,12/26/2025 17:02,5255.0,us-west,PC,GeForce RTX-3060,90.82,22.37, CITY-XL ,0,10.78,1,kbm,1.4.0-beta,0,57.6, ranked ,True
sess_4782205023fe,user_602,2025-04-25 02:15:11+01:00,2025-04-25T04:03:00Z,6469.0,us-east,Xbox,,70.72,78.08, ocean ,false,0.0,1,kbm,1.3.2,False,57.7,Ranked,1
sess_c6c7c6b16953,user_2006,30/12/2025 10:17,30/12/2025 11:27,4211.0,EU,XBOX,,68.25,43.65,city-xl,False,0.0,4,KB/M,1.3.2,False,54.4,ranked,True
sess_cbbb45241c5e,user_2422,2025-08-22T16:36:35Z,2025-08-22T18:08:21Z,5506.0,EU,pc,RX 6600,95.35,45.69,Arena-1,Yes,0.0,1,controllr,1.3.2,1,59.0,ranked,1
sess_ba8495ac324a,user_1143,29/03/2025 13:53,03/29/2025 14:53,3579.0, us-east , Pc ,RX 6600,95.68,26.86, CITY-XL ,No,8.86,2,controller,,No,59.8,RANKED,1
sess_42d51e53d814,user_427,22/03/2025 15:33,22/03/2025 16:13,2363.0, sa-east-1 , PC ,RX 6600,107.44,0.85,Ocean,No,0.0,1,Controller,1.4,False,48.6,casual,0
sess_42004c5d9e7d,user_2097,21/10/2025 07:33,21/10/2025 09:23,6608.0,Us-West,Playstation,,61.61,37.16,ARENA-1,0,"0,00",1,Kbm,latest,False,59.2,casual,1
sess_641829b92746,user_1370,21/12/2025 04:41,12/21/2025 06:11,5391.0,EU,pc,RTX 3060,96.61,56.49,city-xl,false,0.0,9,Kbm,latest,No,59.7,Casual,Yes
sess_08b5fe2a4233,user_664,2025-12-29 06:02:44+01:00,2025-12-29T07:15:48Z,4384.0,sa-east-1,Mobile,,38.41,44.67,FOREST,False,0.0,1,KBM,,False,52.7,ranked,1
sess_9544e358bbb5,user_1667,28/03/2025 19:34,2025-03-28 21:21:15+01:00,6381.0,Us-West,Pc,RTX 3060,68.7,23.55,Ocean,0,0.0,9,controllr,1.4,false,65.5,casual,Yes
sess_a283ca08a1e9,user_1191,2025-09-29 15:46:45+00:00,,5873.0,sa-east-1,Switch,,50.44,39.37,ocean,false,0.0,1, kbm ,v1.3.2,false,55.4,ranked,true
sess_5a0860aedf79,user_1496,2025-06-05 06:22:28+00:00,2025-06-05T07:05:35Z,2587.0, eu ,PlayStation,,62.89,73.47,CITY-XL,0,22.98,4,KB/M,v1.3.2,0,56.3,ranked,false
sess_a22d222abab3,user_1954,2025-03-23 05:17:24+01:00,03/23/2025 05:20,182.0,sa-east-1,Xbox,,55.52,85.72,OCEAN,No,9.14,4, controller ,1.4,false,51.3,Ranked,False
sess_9e787a8deb14,user_456,26/10/2025 21:22,10/26/2025 23:09,6374.0,US-WEST, pc ,RTX-4090,81.02,26.85,Desert,False,0.0,0, kbm ,latest,No,48.8,ranked,1
sess_d17702dbae44,user_1578,03/30/2025 00:47,2025-03-30 01:53:53-05:00,3996.0,SA-EAST-1,mobile,,66.69,34.05,DESERT,false,0.0,1,controllr,1.4,No,55.1,ranked,true
sess_0ab5de3d566e,user_844,31/01/2025 13:20,2025-01-31T14:13:01Z,3142.0,APAC,XBOX,,69.22,76.21,Forest,0,0.0,1,Controller,v1.3.2,false,62.4, casual ,True
sess_68f7ad615d08,user_360,2025-10-31 23:58:01-05:00,2025-11-01 01:35:56+00:00,5875.0,us-east, Mobile ,,49.47,62.19,OCEAN,0,0.0,2,kb/m,1.3.2,false,53.4,casual,Yes
sess_41ce0e7172c1,user_1246,2025-06-23T00:09:27Z,2025-06-23 01:46:58-05:00,5851.0, Apac ,PC,RTX-4090,88.48,15.93,CITY-XL,0,,1,kb/m,latest,false,58.4,Ranked,True
sess_272f10872e24,user_413,07/06/2025 11:08,2025-06-07 11:36:36+01:00,1696.0, sa-east-1 ,Mobile,,60.65,57.86,desert,0,0.0,5,touch,latest,No,61.8,ranked,false
sess_544262b53737,user_2244,2025-02-21T05:18:12Z,2025-02-21 06:31:12+00:00,4380.0, US-EAST ,Switch,,41.78,40.06,Desert,No,0.0,1,controllr,1.3.2,False,60.8,ranked,Yes
sess_631ccb633c56,user_2477,31/03/2025 03:37,2025-03-31T05:22:48Z,6291.0,APAC,XBOX,,45.7,87.17,City-xl,No,0.13,3,kbm,1.3.2,No,49.8, casual ,1
sess_7d24f03f049d,user_515,2025-03-30 16:27:45+00:00,2025-03-30T16:43:57Z,972.0,us-west,Switch,,28.16,20.1,Ocean,false,0.0,2,kbm,1.4,0,64.2,ranked,false
sess_785588bd7c8f,user_288,03/21/2025 12:36,21/03/2025 14:25,6512.0,us-west,Switch,,55.74,50.17,cave,false,0.0,0,Kb/m,latest,No,41.3, casual ,Yes
sess_acad2e0f3793,user_769,19/12/2025 22:22,2025-12-19 22:30:47-05:00,526.0, US-WEST ,Playstation,,62.07,0.82,cave,False,"0,00",4,touch,,false,48.2,ranked,False
sess_7164ad311bea,user_1891,01/24/2025 22:51,2025-01-25 00:02:19-05:00,4275.0,APAC,pc,RX 6600,90.44,66.22,desert,false,0.0,4,Controller,1.4.0-beta,0,54.2,RANKED,1
sess_39ba75e52eb9,user_2309,06/30/2025 13:58,2025-06-30 15:52:30+01:00,6856.0, Us-west ,PlayStation,,69.47,40.51,Forest,false,0.0,1,controller,,false,55.8,RANKED,True
sess_628d19884a74,user_2333,05/25/2025 09:21,05/25/2025 11:12,6712.0,SA-EAST-1,switch,,82.49,129.12,desert,0,0.0,1,controllr,,false,53.4,RANKED,True
sess_afd11da9c0d6,user_769,06/30/2025 20:59,30/06/2025 21:30,31.0,sa-east-1,Switch,,82.83,76.13,DESERT,No,0.0,1,controller,1.3.2,false,65.4,casual,False
sess_4369f70312f6,user_2038,26/10/2025 02:07,2025-10-26T02:43:51Z,2198.0,us-west,MOBILE,,42.82,40.34,Forest,0,47.82,2,kbm,1.4,0,59.6,Casual,False
sess_695c1d3910d1,user_2249,2025-12-22T14:35:53Z,22/12/2025 15:29,3221.0,EU,SWITCH,,60.9,70.3,CAVE,Yes,0.58,4,controller,1.4,false,50.8,ranked,Yes
sess_7ec5755cfca0,user_1302,2025-07-23T18:23:44Z,23/07/2025 18:37,800.0,us-west,Mobile,,46.79,86.54,OCEAN,No,0.0,1,Touch,1.3.2,false,46.4, RANKED ,False
sess_35ad8399d059,user_790,03/30/2025 09:47,03/30/2025 10:40,3181.0,Us-west,Mobile,,39.95,25.34,desert,0,0.0,1,controllr,,false,59.4,RANKED,1
sess_d2bd8d44345b,user_1587,2025-01-05 08:00:12+01:00,01/05/2025 08:04,244.0,Apac, Switch ,,66.82,25.16,Forest,No,0.0,1,kbm,1.4,false,60.5, Casual ,0
sess_6aa761649f11,user_282,23/04/2025 16:55,2025-04-23 17:52:36+00:00,3455.0, us-east ,PC,GTX1080,76.01,79.53,Desert,No,0.0,3,Kbm,1.4,0,49.4,RANKED,True
sess_d1f2c5af3159,user_1561,2025-10-29T13:51:15Z,10/29/2025 14:31,2410.0,EU,Playstation,,99.33,78.8,City-xl,No,0.0,1, kb/m ,1.4.0-beta,Yes,56.3,Ranked,false
sess_7f3aaa42c740,user_1887,2025-03-05 08:26:11-05:00,2025-03-05 10:06:33+00:00,6022.0,Apac, XBOX ,,51.67,81.06,CAVE,0,21.6,3,kb/m,1.3.2,false,52.2,CASUAL,Yes
sess_17d776a32f88,user_962,2025-01-04T07:58:27Z,2025-01-04 09:49:30+01:00,6663.0,us-east,Xbox,,71.68,31.96, ocean ,true,0.0,5,KB/M,,False,44.3,Ranked,true
sess_c1dc1be4d384,user_1637,2025-11-14T11:43:42Z,11/14/2025 12:26,43.0,eu,Switch,,36.45,67.9,arena-1,false,0.0,1,controllr,1.4.0-beta,No,60.4,Ranked,false
sess_d2d51ef865f8,user_2432,01/10/2025 06:03,2025-01-10T06:49:46Z,2782.0,SA-EAST-1, pc ,Intel Iris,78.19,45.85,FOREST,false,0.0,5,Kbm,,False,55.0,ranked,True
sess_3fec5dc8eb8d,user_233,2025-11-09T03:49:45Z,09/11/2025 05:06,4576.0,Sa-east-1, xbox ,,73.68,69.57,arena-1,0,0.0,1,Kb/m,v1.3.2,0,,Ranked,True
sess_f1cfad9a430b,user_2357,2025-12-04 20:56:15-05:00,2025-12-04 21:22:03+01:00,1548.0,sa-east-1,switch,,69.19,123.76,ocean,False,0.0,1,Controller,1.3.2,No,41.9,Casual,false
sess_f0037eeffbc3,user_1651,2025-06-22T13:29:06Z,06/22/2025 13:59,1845.0,Sa-east-1,PlayStation,,58.98,48.5,desert,false,0.0,1,kbm,1.4.0-beta,No,37.1,casual,No
sess_b3489aa26438,user_1849,11/05/2025 13:47,11/05/2025 15:19,5541.0,EU,xbox,,48.77,65.7,Forest,False,0.0,4,controllr,latest,false,55.9,casual,true
sess_4f2e7d83b0ca,user_989,03/22/2025 02:00,22/03/2025 02:56,3318.0,us-east,PlayStation,,52.83,28.08,CAVE,True,0.0,1,kb/m,1.4,No,51.6, casual ,True
sess_e7873d9b6f44,user_1263,29/03/2025 06:30,2025-03-29T06:44:50Z,856.0,US-WEST,pc,RX 6600,48.62,85.9,desert,false,0.0,3,CONTROLLER,1.4.0-beta,0,70.6,ranked,False
sess_44f9a89453c9,user_1672,04/12/2025 08:38,04/12/2025 09:10,1912.0,sa-east-1,Pc,Intel Iris,49.07,72.73,ocean,No,0.0,1,controller,1.3.2,False,,ranked,false
sess_836a186fc875,user_74,10/30/2025 20:54,2025-10-30T22:25:13Z,,us-east,PC,GTX1080,94.34,11.06,CITY-XL,False,0.0,1, TOUCH ,1.3.2,false,45.8,RANKED,False
sess_be3d15f3a24b,user_1143,25/03/2025 13:46,2025-03-25 14:51:56-05:00,3912.0,EU,pc,RX 6600,84.36,29.39, CITY-XL ,false,0.0,2, CONTROLLR ,latest,No,63.7,casual,True
sess_415b22ec8432,user_1957,2025-02-17T06:56:00Z,17/02/2025 08:00,3887.0,Us-West,Xbox,,41.27,59.01,ocean,No,12.97,3,controllr,1.3.2,False,48.6,casual,1
sess_aee8c90ef5db,user_1768,10/28/2025 05:10,10/28/2025 06:27,4577.0, Us-West ,pc,RTX-4090,83.43,30.26,ARENA-1,0,"0,00",1,controller,v1.3.2,0,52.5,ranked,True
sess_81bd97885189,user_1293,22/08/2025 16:39,08/22/2025 17:40,3710.0,APAC, pc ,RX 6600,87.86,34.42,CITY-XL,0,0.0,2, KB/M ,1.4.0-beta,0,53.2,CASUAL,1
sess_15c604f3070f,user_883,10/30/2025 23:55,31/10/2025 01:49,6873.0,APAC,PlayStation,,34.55,63.26,desert,0,0.0,2,kbm,latest,0,53.4,ranked,True
sess_b6df690dbb7d,user_1183,28/03/2025 14:31,2025-03-28 15:25:02+01:00,3214.0,Us-West,PlayStation,,60.94,9.11,Forest,No,0.0,1, KB/M ,,0,58.7,ranked,Yes
sess_045a9df3f24e,user_1970,03/30/2025 10:24,03/30/2025 12:15,6697.0,apac,Playstation,,83.47,40.16,ocean,No,0.0,2, Kbm ,1.4,0,62.1,casual,Yes
sess_9c9b7c5d2d6b,user_396,25/10/2025 00:45,2025-10-25T02:12:35Z,5209.0, Us-West ,Mobile,,34.71,,CITY-XL,false,0.0,1,controller,,False,51.3,Ranked,1
sess_208135169062,user_837,2025-04-05T10:01:19Z,05/04/2025 11:57,6962.0,APAC,PC,RTX 3060,85.5,47.08,city-xl,False,0.0,1,TOUCH,latest,false,53.2, ranked ,true
sess_8e183106f59e,user_397,07/14/2025 16:19,07/14/2025 16:59,2356.0,EU,PC,Intel Iris,93.9,58.23,City-xl,True,0.0,2,kbm,v1.3.2,No,48.3,ranked,No
sess_16969a5d5792,user_1496,04/03/2025 12:09,04/03/2025 12:29,1157.0,Eu,Switch,,49.73,75.35,Arena-1,False,4.4,1,controller,1.3.2,No,,Casual,false
sess_6b108abd23b9,user_770,10/06/2025 10:48,06/10/2025 11:31,2584.0,sa-east-1,PC,GTX1080,68.72,45.16,Forest,No,0.0,2,kbm,1.3.2,No,60.7,CASUAL,0
sess_f80ee5e83ce6,user_480,2025-09-25T06:41:10Z,09/25/2025 06:58,1030.0,Sa-east-1,Mobile,,55.82,12.3,OCEAN,No,31.22,3,controllr,1.4.0-beta,false,41.0,Ranked,false
sess_dd84214c59b3,user_837,03/10/2025 15:49,10/03/2025 17:22,5537.0,us-west,MOBILE,,71.62,69.42,ocean,0,0.0,3,controllr,1.4,No,55.6,casual,Yes
sess_c0a9ee09a3d3,user_1768,09/20/2025 23:48,09/21/2025 00:52,3836.0,APAC,PC,RX 6600,70.87,45.51,OCEAN,False,0.0,1,KB/M,v1.3.2,No,58.5,casual,true
sess_46bdcb47c3cd,user_2176,07/28/2025 02:21,2025-07-28 03:43:54+01:00,4933.0,Us-east,PC,RTX-4090,80.73,69.25,ocean,False,0.0,3,TOUCH,v1.3.2,1,65.8,ranked,True
sess_37aec0e0c0ba,user_591,05/01/2025 20:57,2025-05-01 22:56:54+00:00,7181.0,APAC,PC,GTX1080,104.19,68.25,OCEAN,0,0.0,1,kbm,v1.3.2,0,67.6,casual,1
sess_df32899dca10,user_1796,26/10/2025 11:28,10/26/2025 12:44,75.0,US-EAST,pc,GTX1080,72.03,73.83,cave,False,17.47,1,kbm,1.4.0-beta,False,83.9,casual,False
sess_58fcfe29f7f0,user_494,03/26/2025 05:08,26/03/2025 05:34,1554.0,APAC,XBOX,,60.33,65.99,DESERT,False,0.0,9,controller,1.4,0,,ranked,False
sess_4c94426140e7,user_2211,2025-03-06T04:53:37Z,2025-03-06 05:32:57-05:00,39.0,APAC,PlayStation,,66.4,36.8,cave,false,0.0,2,kbm,v1.3.2,No,53.3,Ranked,No
sess_90feae5dd32b,user_2090,2025-10-26 09:13:51+01:00,26/10/2025 09:57,2593.0,us-west,Playstation,,96.8,34.69, FOREST ,1,3.99,1, CONTROLLER ,1.4.0-beta,No,47.1, casual ,No
sess_4457e3ba2eb9,user_396,29/11/2025 14:48,11/29/2025 15:40,3098.0,Us-West,playstation,,69.06,42.28,Forest,1,2.58,2, touch ,1.4,No,43.1,ranked,True
sess_e425be5dc7a5,user_912,03/27/2025 17:10,2025-03-27T17:54:24Z,2618.0,apac,pc,RTX-4090,76.86,39.89,Arena-1,False,0.0,3,touch,1.4,false,50.5,casual,No
sess_cbd42c6a9028,user_2196,2025-02-05 12:06:56-05:00,2025-02-05 12:44:05-05:00,37.0,sa-east-1,PC,RX 6600,63.84,9.74,City-xl,false,6.77,1,controller,latest,0,55.6,casual,0
sess_495c35f8cf8a,user_797,23/03/2025 01:11,2025-03-23T02:40:09Z,5335.0,Us-West,Xbox,,82.64,56.29,ARENA-1,0,"0,00",1, kbm ,1.4,No,56.7,ranked,Yes
sess_3f61b3d5ba4b,user_1198,08/01/2025 17:43,08/01/2025 17:57,855.0,US-EAST,PC,GeForce RTX-3060,112.81,56.71,FOREST,No,0.0,1,Kb/m,v1.3.2,No,,Casual,No
sess_0dabcb3febce,user_1077,2025-10-20T18:37:59Z,2025-10-20T19:36:45Z,3526.0,EU,SWITCH,,81.16,27.18,Desert,No,0.0,1,touch,,No,53.0,casual,True
sess_7fb1035f7523,user_1145,03/23/2025 11:26,03/23/2025 13:20,114.0,Eu,SWITCH,,48.3,17.39,desert,Yes,0.0,3,controller,1.4,false,39.2,casual,false
sess_e8250b458f62,user_1162,22/03/2025 04:02,22/03/2025 04:28,1539.0,Apac,xbox,,62.16,227.28,desert,False,22.96,1,kbm,latest,False,66.7,CASUAL,0
sess_a89f1fae6f01,user_1056,26/01/2025 23:25,2025-01-26 23:33:01+00:00,466.0,EU,PC,RTX 3060,106.17,73.54,city-xl,1,0.0,2,TOUCH,1.4,true,45.2,ranked,0
sess_1e05fd1b6c15,user_927,2025-03-26T22:17:52Z,2025-03-27 00:00:33+00:00,6161.0,Us-West,Xbox,,78.39,76.86,forest,false,12.16,2,Kbm,1.3.2,True,61.7,Ranked,Yes
sess_86ddcedba8fe,user_303,10/26/2025 04:27,26/10/2025 05:49,4917.0, APAC ,PLAYSTATION,,77.15,83.05,desert,false,0.0,1,controllr,1.4,0,61.6,casual,true
sess_f2d688a9a9ec,user_546,10/27/2025 16:24,2025-10-27 16:34:21-05:00,569.0,apac,Xbox,,65.02,,desert,False,"0,00",2,touch,1.4.0-beta,false,70.5,casual,false
sess_4489bc947c35,user_771,01/02/2025 01:24,2025-02-01T02:22:00Z,3475.0,EU,PC,RTX 3060,106.01,71.85, CITY-XL ,0,0.0,1,KB/M,v1.3.2,0,57.1,RANKED,1
sess_c86894679125,user_1687,16/07/2025 11:36,2025-07-16T12:57:38Z,4875.0,Apac,Xbox,,99.02,44.47,CITY-XL,False,0.0,1,controllr,1.4.0-beta,False,57.8,RANKED,1
sess_58585cd98925,user_1769,2025-04-06T07:36:34Z,2025-04-06T08:17:23Z,2449.0,EU,PC,GeForce RTX-3060,76.13,36.15,CITY-XL,False,0.0,2, kb/m ,latest,True,67.4,casual,0
sess_2e024c5813eb,user_948,2025-08-15T09:09:00Z,2025-08-15T09:20:42Z,702.0,APAC,Switch,,15.33,49.38,CITY-XL,false,0.0,2,controllr,latest,0,54.7,ranked,No
sess_bf99a40d562c,user_1976,2025-10-30 10:41:31+01:00,10/30/2025 10:45,264.0, Us-West ,PC,RTX 3060,93.13,44.77,ARENA-1,False,0.0,1,touch,1.3.2,0,51.3,ranked,No
sess_8ccd52204143,user_770,31/07/2025 12:46,2025-07-31 13:53:37+00:00,4000.0,EU, Mobile ,,48.71,86.11,CITY-XL,true,0.0,4, KB/M ,1.4.0-beta,false,66.1, CASUAL ,1
sess_dafbf24de9f8,user_2496,2025-10-24 03:58:11+00:00,2025-10-24 05:51:24-05:00,6793.0,APAC,Mobile,,66.29,77.37,desert,No,0.0,1,controller,,false,64.2,casual,true
sess_3218e02fbfab,user_1192,02/18/2025 12:46,2025-02-18T13:25:31Z,2333.0,APAC,Mobile,,52.54,30.74,CITY-XL,0,0.0,1,controller,latest,false,57.7,RANKED,No
sess_d7d51fc307d3,user_437,03/21/2025 16:06,2025-03-21T16:58:51Z,3144.0,APAC,PLAYSTATION,,72.85,41.65,desert,0,0.0,1,controller,,0,47.7,casual,true
sess_2fe55cb81c1f,user_1701,15/12/2025 22:31,2025-12-16T00:07:23Z,5750.0,EU,PC,Intel Iris,77.51,42.57,ocean,false,0.0,5,controllr,1.3.2,false,48.9,Ranked,Yes
sess_aae7c28ff9e2,user_875,2025-10-21T14:04:08Z,2025-10-21T15:30:18Z,5170.0, sa-east-1 ,pc,Intel Iris,88.81,76.05,Forest,false,10.75,1, controller ,1.4,False,64.3,CASUAL,Yes
sess_81651a4fd95a,user_227,25/06/2025 10:02,06/25/2025 10:15,816.0,APAC,Switch,,52.62,25.65,FOREST,False,3.1,2,kbm,1.4.0-beta,False,77.2, ranked ,false
sess_c2e1772d84bc,user_116,07/24/2025 22:12,2025-07-24T23:23:42Z,4275.0,US-EAST,Switch,,41.31,43.07, desert ,True,8.68,2,CONTROLLER,1.4,0,50.6,ranked,1
sess_eebd3f71268e,user_2144,2025-09-22 03:53:22+01:00,22/09/2025 05:51,7115.0,EU, pc ,GeForce RTX-3060,79.27,54.07,Arena-1,No,0.0,3,kbm,latest,false,51.4,casual,true
sess_feae682f9941,user_125,2025-05-10T03:41:35Z,05/10/2025 04:15,2033.0,us-east,XBOX,,47.03,61.6,OCEAN,0,10.29,1,Touch,1.3.2,0,59.0,CASUAL,No
sess_ddd2088593d6,user_688,2025-03-26T09:02:17Z,26/03/2025 09:08,381.0,APAC,Switch,,45.8,56.82,forest,False,0.0,1, controllr ,,0,58.2,ranked,No
sess_d0fe8f8b2c12,user_1910,01/11/2025 15:48,01/11/2025 17:31,6218.0,Apac,MOBILE,,87.7,75.93,Forest,No,28.19,4,touch,1.3.2,False,53.5,ranked,Yes
sess_139c9136b04e,user_1347,2025-04-25T17:54:13Z,2025-04-25T19:16:17Z,4924.0,sa-east-1,Xbox,,46.95,81.92,OCEAN,False,0.0,1,CONTROLLR,,0,47.7,CASUAL,1
sess_c2423d8bc231,user_874,2025-06-19 15:15:28+00:00,06/19/2025 16:41,5132.0,sa-east-1,switch,,72.37,84.79,CITY-XL,False,0.0,1,kbm,latest,False,59.0,casual,True
sess_0f2cabe3799c,user_829,13/07/2025 02:39,2025-07-13T03:23:23Z,2624.0,SA-EAST-1,PLAYSTATION,,55.15,,Forest,false,0.0,4,controllr,1.3.2,0,57.3,ranked,0
sess_cafc46791361,user_2286,2025-08-02T12:10:37Z,08/02/2025 12:45,2083.0,EU,MOBILE,,60.47,71.55,ocean,False,2.39,1,touch,1.4,false,46.7,RANKED,0
sess_bd0471de21ed,user_1401,2025-01-02 10:51:44-05:00,2025-01-02 12:02:30+01:00,4246.0,us-east,Xbox,,76.58,,Arena-1,0,0.0,2,controllr,latest,No,58.7,CASUAL,Yes
sess_9449c7024351,user_282,2025-10-11 13:03:22-05:00,10/11/2025 14:41,5911.0,us-east,Mobile,,31.1,45.96,arena-1,False,0.0,1,touch,1.3.2,No,55.9,casual,true
sess_b2565918685a,user_760,2025-02-09 19:24:17-05:00,02/09/2025 21:12,6515.0, APAC ,pc,RX 6600,84.81,21.34,cave,0,22.96,1,controller,1.4.0-beta,False,54.6,RANKED,Yes
sess_241752110dc1,user_262,2025-03-23T09:47:52Z,2025-03-23T10:46:28Z,3516.0,EU,xbox,,52.6,14.95,Forest,false,4.37,4,KB/M,v1.3.2,0,59.5,Casual,true
sess_c8611677cdb2,user_869,2025-10-20 16:13:47+00:00,2025-10-20T16:40:14Z,1587.0, US-WEST ,Switch,,18.9,38.54,Ocean,False,0.0,4,controllr,v1.3.2,No,63.6, ranked ,False
sess_9e29af11c944,user_1766,2025-10-21T20:16:19Z,10/21/2025 21:44,5305.0,APAC,mobile,,36.13,18.41,Forest,False,0.0,1,Controllr,latest,No,57.1,CASUAL,true
sess_f58a025f74c2,user_2476,2025-07-19 17:54:28+01:00,2025-07-19 19:38:31+01:00,6243.0,us-west,PlayStation,,53.84,119.76,cave,False,5.18,1,CONTROLLER,,False,46.3,ranked,1
sess_2f467e689572,user_1145,10/21/2025 11:03,2025-10-21T12:15:55Z,4349.0,eu,MOBILE,,79.21,55.57,OCEAN,false,0.0,1,KB/M,1.3.2,No,63.7,casual,True
sess_da7c563b5f2e,user_1271,2025-10-22 19:25:04+00:00,10/22/2025 19:41,986.0,apac,PC,GeForce RTX-3060,63.91,32.24,desert,false,0.0,2,Controllr,1.4.0-beta,No,51.7,ranked,No
sess_d975fb604b52,user_2335,2025-07-29T00:44:05Z,2025-07-29 01:01:50-05:00,1065.0, Us-West ,PlayStation,,74.4,103.2,ARENA-1,No,0.0,4,kbm,latest,False,,Ranked,False
sess_1cdd0d671834,user_718,03/12/2025 03:14,03/12/2025 03:18,261.0,APAC, Pc ,RTX 3060,53.18,118.0,desert,False,0.0,2,controller,1.3.2,False,43.5,CASUAL,No
sess_09bd4336d3ce,user_64,2025-03-25T11:35:13Z,2025-03-25T12:01:19Z,1566.0,us-east,Playstation,,57.82,43.73,ocean,false,0.0,9,touch,1.4,False,45.6,CASUAL,No
sess_5fd68430639d,user_1842,03/29/2025 06:08,29/03/2025 06:16,477.0, sa-east-1 ,pc,GTX1080,80.95,63.31,FOREST,False,15.57,2,controller,,No,,ranked,False
sess_4aa19e91bb56,user_1166,18/10/2025 12:38,10/18/2025 13:15,2220.0, EU ,Switch,,44.51,40.23, ARENA-1 ,No,"0,00",3,touch,latest,No,54.1,casual,0
sess_145a1f4733fb,user_569,2025-03-25 13:14:37-05:00,03/25/2025 14:12,3451.0,sa-east-1,PLAYSTATION,,83.51,93.15,OCEAN,0,4.55,9,KBM,1.3.2,0,45.7,RANKED,1
sess_9bc087abdf60,user_2141,12/02/2025 11:58,2025-02-12 13:57:52-05:00,7180.0,us-west, Pc ,GTX1080,67.84,31.33,desert,1,0.0,1,touch,latest,0,56.6,Ranked,Yes
sess_953bb90675a1,user_1197,03/25/2025 22:47,2025-03-26 00:12:16-05:00,509200.0,sa-east-1,Switch,,51.69,38.56,Forest,false,,3,kbm,1.3.2,No,57.3,ranked,True
sess_31edff58c52c,user_1560,04/18/2025 03:44,18/04/2025 04:36,312700.0,us-west,Xbox,,65.27,54.25,CITY-XL,False,"0,00",2,controller,1.4.0-beta,false,46.6,Ranked,true
sess_8e3d0f9f8cf8,user_1865,15/02/2025 06:28,15/02/2025 07:11,2590.0,sa-east-1,Xbox,,76.66,13.03,DESERT,No,0.0,0,Touch,latest,false,61.9,ranked,No
sess_eb2fd595c833,user_304,10/25/2025 18:14,2025-10-25 19:51:21+01:00,5807.0,sa-east-1,MOBILE,,61.38,46.41,Forest,True,0.0,4,touch,v1.3.2,0,78.2,casual,true
sess_b398bbd9d840,user_646,2025-09-01 11:04:27+01:00,09/01/2025 12:44,6018.0,eu,Xbox,,50.89,80.69,cave,false,0.0,3,Controllr,1.3.2,No,59.1,casual,Yes
sess_509e4274dd7c,user_69,2025-11-11 19:10:55+01:00,2025-11-11T21:04:33Z,6818.0,sa-east-1,PC,RX 6600,97.2,58.65, desert ,false,0.0,3,controllr,v1.3.2,false,56.5,casual,Yes
sess_8cfb1adb055e,user_1425,05/03/2025 10:08,03/05/2025 11:00,3141.0,APAC,PC,GeForce RTX-3060,87.38,108.53,CITY-XL,No,0.0,4,KB/M,latest,False,47.4,casual,True
sess_31ea4ed6447b,user_225,21/12/2025 18:57,2025-12-21 19:18:10+00:00,1226.0,EU,playstation,,58.67,57.07,Forest,No,0.0,2, controller ,latest,false,47.8,casual,0
sess_d1943c634c23,user_1314,21/10/2025 19:40,10/21/2025 20:00,1198.0,APAC,PlayStation,,64.6,38.14,desert,0,2.37,4,touch,latest,0,90.4,casual,False
sess_f40b6a7eae14,user_1353,10/07/2025 15:37,07/10/2025 16:25,2851.0,EU,PlayStation,,43.97,25.65,ocean,0,0.0,2,TOUCH,1.4,true,55.1,RANKED,True
sess_3c422cde0f25,user_1571,2025-10-30 04:29:20+00:00,30/10/2025 05:28,3529.0,sa-east-1,xbox,,39.24,24.07,cave,False,0.0,2,touch,1.4.0-beta,False,60.3,Casual,1
